UID          PID    PPID     LWP  C NLWP STIME TTY          TIME CMD
root      185047       2  185047  0    1 20:03 ?        00:00:00 [irq/156-mei_me]
root      185146       2  185146  0    1 20:03 ?        00:00:13 [kworker/u75:2-hci0]
root      185147       2  185147  0    1 20:03 ?        00:00:09 [kworker/13:0-mm_percpu_wq]
supprit   185454    2573  185454  0   17 20:06 ?        00:00:03 /usr/bin/nautilus --gapplication-service
supprit   185454    2573  185455  0   17 20:06 ?        00:00:00 /usr/bin/nautilus --gapplication-service
supprit   185454    2573  185456  0   17 20:06 ?        00:00:00 /usr/bin/nautilus --gapplication-service
supprit   185454    2573  185457  0   17 20:06 ?        00:00:00 /usr/bin/nautilus --gapplication-service
supprit   185454    2573  185459  0   17 20:06 ?        00:00:00 /usr/bin/nautilus --gapplication-service
supprit   185454    2573  185465  0   17 20:06 ?        00:00:00 /usr/bin/nautilus --gapplication-service
supprit   185454    2573  185466  0   17 20:06 ?        00:00:00 /usr/bin/nautilus --gapplication-service
supprit   185454    2573  185473  0   17 20:06 ?        00:00:00 /usr/bin/nautilus --gapplication-service
supprit   185454    2573  185474  0   17 20:06 ?        00:00:00 /usr/bin/nautilus --gapplication-service
supprit   185454    2573  185475  0   17 20:06 ?        00:00:00 /usr/bin/nautilus --gapplication-service
supprit   185454    2573  185476  0   17 20:06 ?        00:00:00 /usr/bin/nautilus --gapplication-service
supprit   185454    2573  185477  0   17 20:06 ?        00:00:00 /usr/bin/nautilus --gapplication-service
supprit   185454    2573  185478  0   17 20:06 ?        00:00:00 /usr/bin/nautilus --gapplication-service
supprit   185454    2573  189159  0   17 21:22 ?        00:00:00 /usr/bin/nautilus --gapplication-service
supprit   185454    2573  189160  0   17 21:22 ?        00:00:00 /usr/bin/nautilus --gapplication-service
supprit   185454    2573  191217  0   17 21:25 ?        00:00:00 /usr/bin/nautilus --gapplication-service
supprit   185454    2573  191357  0   17 21:25 ?        00:00:00 /usr/bin/nautilus --gapplication-service
root      185859       2  185859  0    1 20:09 ?        00:00:00 [kworker/6:0-mm_percpu_wq]
supprit   186052  179622  186052  0   29 20:11 ?        00:00:39 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f76, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=117 --time-ticks-at-unix-epoch=-1771136723757587 --launch-time-ticks=28737804616 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,10655922350263436795,2566346770793995359,2097152 --field-trial-handle=3,i,2982681678342136104,6410027753328422203,262144 --disable-features=EyeDropper --variations-seed-version=main@5d8196a879266de0bc463aecf6af4ba6d6cb2b81
supprit   186052  179622  186053  0   29 20:11 ?        00:00:00 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f76, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=117 --time-ticks-at-unix-epoch=-1771136723757587 --launch-time-ticks=28737804616 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,10655922350263436795,2566346770793995359,2097152 --field-trial-handle=3,i,2982681678342136104,6410027753328422203,262144 --disable-features=EyeDropper --variations-seed-version=main@5d8196a879266de0bc463aecf6af4ba6d6cb2b81
supprit   186052  179622  186054  0   29 20:11 ?        00:00:00 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f76, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=117 --time-ticks-at-unix-epoch=-1771136723757587 --launch-time-ticks=28737804616 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,10655922350263436795,2566346770793995359,2097152 --field-trial-handle=3,i,2982681678342136104,6410027753328422203,262144 --disable-features=EyeDropper --variations-seed-version=main@5d8196a879266de0bc463aecf6af4ba6d6cb2b81
supprit   186052  179622  186055  0   29 20:11 ?        00:00:06 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f76, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=117 --time-ticks-at-unix-epoch=-1771136723757587 --launch-time-ticks=28737804616 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,10655922350263436795,2566346770793995359,2097152 --field-trial-handle=3,i,2982681678342136104,6410027753328422203,262144 --disable-features=EyeDropper --variations-seed-version=main@5d8196a879266de0bc463aecf6af4ba6d6cb2b81
supprit   186052  179622  186056  0   29 20:11 ?        00:00:01 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f76, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=117 --time-ticks-at-unix-epoch=-1771136723757587 --launch-time-ticks=28737804616 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,10655922350263436795,2566346770793995359,2097152 --field-trial-handle=3,i,2982681678342136104,6410027753328422203,262144 --disable-features=EyeDropper --variations-seed-version=main@5d8196a879266de0bc463aecf6af4ba6d6cb2b81
supprit   186052  179622  186057  0   29 20:11 ?        00:00:03 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f76, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=117 --time-ticks-at-unix-epoch=-1771136723757587 --launch-time-ticks=28737804616 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,10655922350263436795,2566346770793995359,2097152 --field-trial-handle=3,i,2982681678342136104,6410027753328422203,262144 --disable-features=EyeDropper --variations-seed-version=main@5d8196a879266de0bc463aecf6af4ba6d6cb2b81
supprit   186052  179622  186058  0   29 20:11 ?        00:00:08 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f76, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=117 --time-ticks-at-unix-epoch=-1771136723757587 --launch-time-ticks=28737804616 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,10655922350263436795,2566346770793995359,2097152 --field-trial-handle=3,i,2982681678342136104,6410027753328422203,262144 --disable-features=EyeDropper --variations-seed-version=main@5d8196a879266de0bc463aecf6af4ba6d6cb2b81
supprit   186052  179622  186059  0   29 20:11 ?        00:00:00 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f76, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=117 --time-ticks-at-unix-epoch=-1771136723757587 --launch-time-ticks=28737804616 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,10655922350263436795,2566346770793995359,2097152 --field-trial-handle=3,i,2982681678342136104,6410027753328422203,262144 --disable-features=EyeDropper --variations-seed-version=main@5d8196a879266de0bc463aecf6af4ba6d6cb2b81
supprit   186052  179622  186060  0   29 20:11 ?        00:00:00 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f76, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=117 --time-ticks-at-unix-epoch=-1771136723757587 --launch-time-ticks=28737804616 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,10655922350263436795,2566346770793995359,2097152 --field-trial-handle=3,i,2982681678342136104,6410027753328422203,262144 --disable-features=EyeDropper --variations-seed-version=main@5d8196a879266de0bc463aecf6af4ba6d6cb2b81
supprit   186052  179622  186108  0   29 20:11 ?        00:00:02 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f76, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=117 --time-ticks-at-unix-epoch=-1771136723757587 --launch-time-ticks=28737804616 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,10655922350263436795,2566346770793995359,2097152 --field-trial-handle=3,i,2982681678342136104,6410027753328422203,262144 --disable-features=EyeDropper --variations-seed-version=main@5d8196a879266de0bc463aecf6af4ba6d6cb2b81
supprit   186052  179622  186109  0   29 20:11 ?        00:00:02 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f76, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=117 --time-ticks-at-unix-epoch=-1771136723757587 --launch-time-ticks=28737804616 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,10655922350263436795,2566346770793995359,2097152 --field-trial-handle=3,i,2982681678342136104,6410027753328422203,262144 --disable-features=EyeDropper --variations-seed-version=main@5d8196a879266de0bc463aecf6af4ba6d6cb2b81
supprit   186052  179622  186110  0   29 20:11 ?        00:00:01 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f76, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=117 --time-ticks-at-unix-epoch=-1771136723757587 --launch-time-ticks=28737804616 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,10655922350263436795,2566346770793995359,2097152 --field-trial-handle=3,i,2982681678342136104,6410027753328422203,262144 --disable-features=EyeDropper --variations-seed-version=main@5d8196a879266de0bc463aecf6af4ba6d6cb2b81
supprit   186052  179622  186111  0   29 20:11 ?        00:00:01 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f76, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=117 --time-ticks-at-unix-epoch=-1771136723757587 --launch-time-ticks=28737804616 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,10655922350263436795,2566346770793995359,2097152 --field-trial-handle=3,i,2982681678342136104,6410027753328422203,262144 --disable-features=EyeDropper --variations-seed-version=main@5d8196a879266de0bc463aecf6af4ba6d6cb2b81
supprit   186052  179622  186112  0   29 20:11 ?        00:00:01 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f76, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=117 --time-ticks-at-unix-epoch=-1771136723757587 --launch-time-ticks=28737804616 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,10655922350263436795,2566346770793995359,2097152 --field-trial-handle=3,i,2982681678342136104,6410027753328422203,262144 --disable-features=EyeDropper --variations-seed-version=main@5d8196a879266de0bc463aecf6af4ba6d6cb2b81
supprit   186052  179622  186113  0   29 20:11 ?        00:00:01 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f76, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=117 --time-ticks-at-unix-epoch=-1771136723757587 --launch-time-ticks=28737804616 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,10655922350263436795,2566346770793995359,2097152 --field-trial-handle=3,i,2982681678342136104,6410027753328422203,262144 --disable-features=EyeDropper --variations-seed-version=main@5d8196a879266de0bc463aecf6af4ba6d6cb2b81
supprit   186052  179622  186114  0   29 20:11 ?        00:00:00 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f76, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=117 --time-ticks-at-unix-epoch=-1771136723757587 --launch-time-ticks=28737804616 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,10655922350263436795,2566346770793995359,2097152 --field-trial-handle=3,i,2982681678342136104,6410027753328422203,262144 --disable-features=EyeDropper --variations-seed-version=main@5d8196a879266de0bc463aecf6af4ba6d6cb2b81
supprit   186052  179622  186115  0   29 20:11 ?        00:00:00 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f76, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=117 --time-ticks-at-unix-epoch=-1771136723757587 --launch-time-ticks=28737804616 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,10655922350263436795,2566346770793995359,2097152 --field-trial-handle=3,i,2982681678342136104,6410027753328422203,262144 --disable-features=EyeDropper --variations-seed-version=main@5d8196a879266de0bc463aecf6af4ba6d6cb2b81
supprit   186052  179622  186116  0   29 20:11 ?        00:00:00 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f76, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=117 --time-ticks-at-unix-epoch=-1771136723757587 --launch-time-ticks=28737804616 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,10655922350263436795,2566346770793995359,2097152 --field-trial-handle=3,i,2982681678342136104,6410027753328422203,262144 --disable-features=EyeDropper --variations-seed-version=main@5d8196a879266de0bc463aecf6af4ba6d6cb2b81
supprit   186052  179622  186117  0   29 20:11 ?        00:00:00 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f76, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=117 --time-ticks-at-unix-epoch=-1771136723757587 --launch-time-ticks=28737804616 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,10655922350263436795,2566346770793995359,2097152 --field-trial-handle=3,i,2982681678342136104,6410027753328422203,262144 --disable-features=EyeDropper --variations-seed-version=main@5d8196a879266de0bc463aecf6af4ba6d6cb2b81
supprit   186052  179622  186118  0   29 20:11 ?        00:00:00 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f76, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=117 --time-ticks-at-unix-epoch=-1771136723757587 --launch-time-ticks=28737804616 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,10655922350263436795,2566346770793995359,2097152 --field-trial-handle=3,i,2982681678342136104,6410027753328422203,262144 --disable-features=EyeDropper --variations-seed-version=main@5d8196a879266de0bc463aecf6af4ba6d6cb2b81
supprit   186052  179622  186119  0   29 20:11 ?        00:00:00 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f76, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=117 --time-ticks-at-unix-epoch=-1771136723757587 --launch-time-ticks=28737804616 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,10655922350263436795,2566346770793995359,2097152 --field-trial-handle=3,i,2982681678342136104,6410027753328422203,262144 --disable-features=EyeDropper --variations-seed-version=main@5d8196a879266de0bc463aecf6af4ba6d6cb2b81
supprit   186052  179622  186120  0   29 20:11 ?        00:00:00 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f76, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=117 --time-ticks-at-unix-epoch=-1771136723757587 --launch-time-ticks=28737804616 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,10655922350263436795,2566346770793995359,2097152 --field-trial-handle=3,i,2982681678342136104,6410027753328422203,262144 --disable-features=EyeDropper --variations-seed-version=main@5d8196a879266de0bc463aecf6af4ba6d6cb2b81
supprit   186052  179622  186121  0   29 20:11 ?        00:00:00 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f76, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=117 --time-ticks-at-unix-epoch=-1771136723757587 --launch-time-ticks=28737804616 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,10655922350263436795,2566346770793995359,2097152 --field-trial-handle=3,i,2982681678342136104,6410027753328422203,262144 --disable-features=EyeDropper --variations-seed-version=main@5d8196a879266de0bc463aecf6af4ba6d6cb2b81
supprit   186052  179622  186122  0   29 20:11 ?        00:00:00 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f76, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=117 --time-ticks-at-unix-epoch=-1771136723757587 --launch-time-ticks=28737804616 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,10655922350263436795,2566346770793995359,2097152 --field-trial-handle=3,i,2982681678342136104,6410027753328422203,262144 --disable-features=EyeDropper --variations-seed-version=main@5d8196a879266de0bc463aecf6af4ba6d6cb2b81
supprit   186052  179622  186123  0   29 20:11 ?        00:00:00 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f76, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=117 --time-ticks-at-unix-epoch=-1771136723757587 --launch-time-ticks=28737804616 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,10655922350263436795,2566346770793995359,2097152 --field-trial-handle=3,i,2982681678342136104,6410027753328422203,262144 --disable-features=EyeDropper --variations-seed-version=main@5d8196a879266de0bc463aecf6af4ba6d6cb2b81
supprit   186052  179622  186124  0   29 20:11 ?        00:00:00 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f76, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=117 --time-ticks-at-unix-epoch=-1771136723757587 --launch-time-ticks=28737804616 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,10655922350263436795,2566346770793995359,2097152 --field-trial-handle=3,i,2982681678342136104,6410027753328422203,262144 --disable-features=EyeDropper --variations-seed-version=main@5d8196a879266de0bc463aecf6af4ba6d6cb2b81
supprit   186052  179622  186126  0   29 20:11 ?        00:00:00 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f76, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=117 --time-ticks-at-unix-epoch=-1771136723757587 --launch-time-ticks=28737804616 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,10655922350263436795,2566346770793995359,2097152 --field-trial-handle=3,i,2982681678342136104,6410027753328422203,262144 --disable-features=EyeDropper --variations-seed-version=main@5d8196a879266de0bc463aecf6af4ba6d6cb2b81
supprit   186052  179622  186127  0   29 20:11 ?        00:00:00 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f76, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=117 --time-ticks-at-unix-epoch=-1771136723757587 --launch-time-ticks=28737804616 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,10655922350263436795,2566346770793995359,2097152 --field-trial-handle=3,i,2982681678342136104,6410027753328422203,262144 --disable-features=EyeDropper --variations-seed-version=main@5d8196a879266de0bc463aecf6af4ba6d6cb2b81
